FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,T3-C3,C3-CZ,CZ-C4,C4-T4,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,A1-T3,T4-A2,timestamp,file_path,predicted_class
20.694953154087955,10.797366863002411,4.498902859584337,2.6993417157506023,17.095830866420485,53.08705374309518,17.095830866420485,6.298464003418074,-5.398683431501205,-4.498902859584338,-2.6993417157506023,4.498902859584337,14.396489150669883,11.697147434919277,8.997805719168674,3.5991222876674698,7.1982445753349396,58.485737174596395,19.795172582171084,8.098025147251809,0,0,0.0,uploads/aaaaaajy_s002_t000.edf,0
20.69495315408795,12.596928006836144,1.7995611438337367,-0.8997805719168692,14.396489150669886,50.387712027344584,18.89539201025422,7.1982445753349396,-9.897586291085542,-5.398683431501205,-2.699341715750603,3.5991222876674707,15.296269722586747,8.098025147251809,8.997805719168674,1.7995611438337349,2.699341715750606,58.485737174596395,20.694953154087955,8.997805719168674,0,0,0.0025,uploads/aaaaaajy_s002_t000.edf,0
21.59473372600482,4.498902859584338,6.298464003418072,-2.6993417157506023,12.596928006836151,48.58815088351085,17.095830866420485,8.098025147251807,-4.498902859584338,-6.298464003418073,-2.6993417157506023,4.498902859584338,8.997805719168674,12.596928006836146,6.298464003418073,1.7995611438337349,-0.8997805719168639,57.58595660267952,21.594733726004822,8.098025147251807,0,0,0.005,uploads/aaaaaajy_s002_t000.edf,0
17.09583086642048,-0.8997805719168674,7.19824457533494,1.7995611438337349,10.79736686300241,51.287492599261455,16.196050294503618,5.398683431501205,2.6993417157506028,-4.498902859584337,-2.699341715750603,6.298464003418073,4.498902859584337,14.39648915066988,4.498902859584338,1.7995611438337349,-2.699341715750606,58.485737174596395,18.89539201025422,8.997805719168676,0,0,0.0075,uploads/aaaaaajy_s002_t000.edf,0
14.39648915066988,6.298464003418073,1.7995611438337349,0.0,11.69714743491928,50.387712027344584,15.296269722586748,5.398683431501205,1.7995611438337349,-8.098025147251807,-4.498902859584337,7.1982445753349396,2.6993417157506023,19.795172582171084,-0.8997805719168674,0.8997805719168674,-4.498902859584334,59.38551774651326,18.89539201025422,8.997805719168674,0,0,0.01,uploads/aaaaaajy_s002_t000.edf,0
16.196050294503614,4.498902859584337,-0.8997805719168676,-1.799561143833735,9.897586291085538,50.387712027344584,12.596928006836144,5.398683431501206,0.8997805719168674,-6.298464003418072,-7.19824457533494,7.19824457533494,11.697147434919277,9.897586291085544,-0.8997805719168674,-2.6993417157506028,-7.198244575334954,60.28529831843014,17.99561143833735,7.198244575334941,0,0,0.0125,uploads/aaaaaajy_s002_t000.edf,0
16.196050294503614,-0.8997805719168683,-2.6993417157506023,0.0,8.09802514725181,50.38771202734458,9.897586291085544,6.298464003418072,1.7995611438337358,-0.8997805719168674,-12.596928006836144,9.897586291085542,12.596928006836144,4.498902859584338,0.0,-4.498902859584338,-7.1982445753349396,55.78639545884579,18.895392010254216,7.1982445753349396,0,0,0.015,uploads/aaaaaajy_s002_t000.edf,0
17.99561143833735,-3.5991222876674698,-2.699341715750603,1.7995611438337349,8.098025147251803,48.58815088351085,10.797366863002411,6.298464003418072,2.6993417157506023,-0.8997805719168674,-13.496708578753012,9.897586291085542,8.098025147251807,8.997805719168674,0.0,-3.5991222876674707,-10.79736686300241,57.585956602679516,19.795172582171084,7.1982445753349396,0,0,0.0175,uploads/aaaaaajy_s002_t000.edf,0
16.196050294503614,-3.5991222876674698,-6.298464003418073,2.699341715750603,5.398683431501205,48.58815088351085,8.098025147251807,7.198244575334941,0.0,0.0,-13.496708578753013,13.496708578753013,5.398683431501205,7.19824457533494,0.0,-3.5991222876674698,-15.29626972258675,55.78639545884579,19.795172582171084,8.997805719168676,0,0,0.02,uploads/aaaaaajy_s002_t000.edf,0
17.99561143833735,-4.498902859584338,-7.19824457533494,1.7995611438337358,3.5991222876674698,46.788589739677114,8.997805719168674,8.098025147251809,0.0,-2.6993417157506028,-13.496708578753012,12.596928006836144,8.098025147251807,5.398683431501205,0.0,-5.398683431501205,-17.995611438337356,55.786395458845796,21.59473372600482,8.098025147251809,0,0,0.0225,uploads/aaaaaajy_s002_t000.edf,0
